ID,NAME,SURNAME,SENIORITY,TRANSPORT,TIME_MINUTES
620,Kornelia,Dargacz,1,Pieszo,15
621,Witold,Ziarek,4,Pieszo,45
622,Anita,Szachniewicz,4,Samochód,43
623,Ksawery,Łakota,1,Skuter,14
624,Cyprian,Dulik,1,Samochód,51
625,Malwina,Żero,1,Samochód,13
626,Sonia,Kocurek,4,Skuter,16
627,Iwo,Raszkiewicz,4,Hulajnoga,50
628,Anastazja,Dorna,2,Rower,86
629,Sara,Sołek,3,Rower,39
630,Igor,Dymarczyk,3,Hulajnoga,52
631,Bianka,Złotnik,3,Rower,71
632,Ryszard,Bystrek,3,Pieszo,42
633,Józef,Szulim,1,Skuter,36
634,Igor,Olearczyk,4,Rower,48
635,Olaf,Bembenek,3,Samochód,38
636,Ada,Jeka,2,Pieszo,15
637,Eryk,Rubaj,3,Samochód,90
638,Radosław,Misior,2,Hulajnoga,5
639,Gustaw,Berdzik,1,Rower,39
640,Apolonia,Flasza,2,Pieszo,57
641,Marcin,Konstanty,1,Pieszo,0
642,Dorota,Tylka,4,Pieszo,39
643,Mikołaj,Gumienna,4,Skuter,68
644,Olaf,Pych,2,Pieszo,9
645,Róża,Waraksa,1,Skuter,60
646,Ewa,Gramza,2,Samochód,44
647,Eryk,Kozdra,4,Rower,32
648,Witold,Rejmer,1,Pieszo,78
649,Andrzej,Mazan,2,Rower,45
650,Arkadiusz,Słowiak,1,Skuter,80
651,Iwo,Kamieniak,3,Samochód,22
652,Grzegorz,Wołoch,1,Samochód,85
653,Robert,Drewa,1,Skuter,64
654,Karol,Karpik,2,Pieszo,71
655,Blanka,Żbik,4,Rower,88
656,Karina,Piwowarek,3,Hulajnoga,85
657,Jędrzej,Gryska,4,Rower,76
658,Ewa,Gasek,1,Hulajnoga,53
659,Gustaw,Horbacz,3,Skuter,10
660,Nataniel,Czopik,2,Samochód,38
661,Radosław,Kochman,4,Samochód,84
662,Kamil,Mateńko,2,Rower,63
663,Radosław,Galica,2,Skuter,41
664,Blanka,Stranc,1,Rower,5
665,Maksymilian,Such,2,Skuter,70
666,Kacper,Kujda,2,Rower,60
667,Angelika,Klinger,3,Samochód,76
668,Ewa,Miotke,3,Hulajnoga,28
669,Wojciech,Wosiak,2,Pieszo,58
670,Gabriel,Flisiak,2,Pieszo,27
671,Oskar,Gendera,2,Skuter,44
672,Kamila,Dela,2,Pieszo,57
673,Nikodem,Pikula,2,Rower,67
674,Marcin,Korzekwa,1,Hulajnoga,2
675,Jerzy,Gołek,3,Samochód,50
676,Kacper,Ostafin,1,Hulajnoga,61
677,Filip,Dziadura,1,Pieszo,34
678,Jędrzej,Kapałka,1,Pieszo,22
679,Hubert,Gruza,3,Rower,90
680,Julita,Bracha,2,Hulajnoga,26
681,Klara,Szmelter,1,Hulajnoga,78
682,Eryk,Jarmuła,2,Pieszo,41
683,Arkadiusz,Marach,4,Samochód,40
684,Iwo,Wudarczyk,2,Skuter,62
685,Apolonia,Srokosz,4,Skuter,10
686,Adrianna,Bartłomiejczyk,1,Rower,14
687,Nicole,Mikosz,1,Skuter,61
688,Michał,Dyszy,3,Hulajnoga,3
689,Konstanty,Moniuszko,4,Hulajnoga,6
690,Witold,Szpyrka,3,Hulajnoga,54
691,Kalina,Ryczko,2,Samochód,3
692,Norbert,Miecznik,1,Pieszo,17
693,Ernest,Grodek,4,Pieszo,49
694,Dominik,Bracha,1,Pieszo,5
695,Justyna,Małysiak,4,Samochód,43
696,Tomasz,Hałat,4,Rower,79
697,Fryderyk,Herok,1,Samochód,85
698,Jacek,Maszkiewicz,2,Skuter,23
699,Grzegorz,Buczma,2,Hulajnoga,13
700,Kornelia,Kornak,1,Samochód,32
701,Robert,Ciepluch,3,Skuter,85
702,Wojciech,Kobza,4,Samochód,74
703,Jeremi,Piekarek,3,Pieszo,3
704,Maks,Krata,3,Skuter,77
705,Iwo,Lazarek,3,Skuter,51
706,Tymoteusz,Lizurej,2,Samochód,54
707,Ewelina,Dadej,1,Samochód,68
708,Monika,Szwaj,4,Pieszo,55
709,Stanisław,Janczarek,3,Pieszo,49
710,Dawid,Gilewicz,2,Skuter,43
711,Borys,Mrozowicz,1,Samochód,82
712,Igor,Frania,2,Pieszo,36
713,Monika,Stosio,4,Hulajnoga,56
714,Patryk,Smela,3,Samochód,66
715,Marek,Dejneka,4,Samochód,27
716,Józef,Lesiewicz,4,Rower,52
717,Dariusz,Olearczyk,3,Skuter,16
718,Elżbieta,Barłóg,1,Samochód,8
719,Jakub,Terka,4,Hulajnoga,56
720,Aleksander,Hajdas,2,Pieszo,59
721,Blanka,Fogel,3,Skuter,82
722,Anna Maria,Barankiewicz,1,Rower,35
723,Tobiasz,Daniec,4,Rower,30
724,Rafał,Szeszko,3,Samochód,72
725,Ada,Majos,2,Pieszo,25
726,Alex,Lewek,4,Rower,65
727,Tymon,Strzoda,3,Hulajnoga,31
728,Alex,Meler,4,Samochód,25
729,Olga,Ligenza,1,Skuter,50
730,Sandra,Bender,4,Rower,48
731,Natasza,Wenda,3,Hulajnoga,80
732,Patryk,Goral,4,Skuter,12
733,Gustaw,Kunysz,4,Samochód,24
734,Rozalia,Opoka,3,Samochód,80
735,Patryk,Filek,4,Skuter,89
736,Cyprian,Zackiewicz,4,Rower,90
737,Gabriel,Kostro,4,Rower,25
738,Adrian,Pachowicz,2,Skuter,52
739,Piotr,Cymer,3,Hulajnoga,48
740,Wiktor,Słoń,1,Rower,31
741,Ernest,Jaroszuk,4,Samochód,21
742,Ksawery,Lazarek,1,Hulajnoga,33
743,Krzysztof,Mleczak,1,Pieszo,30
744,Emil,Głowiak,1,Samochód,29
745,Borys,Kala,1,Hulajnoga,81
746,Rafał,Hasiak,3,Skuter,3
747,Oskar,Bazyluk,2,Pieszo,27
748,Marcin,Orawiec,1,Pieszo,75
749,Anastazja,Fik,4,Samochód,53
750,Grzegorz,Parada,3,Samochód,49
751,Ewelina,Sapeta,3,Skuter,32
752,Robert,Bryda,4,Skuter,25
753,Grzegorz,Kostek,2,Skuter,46
754,Emil,Serwach,2,Samochód,43
755,Adrianna,Mały,1,Samochód,51
756,Tymon,Wojtczuk,2,Rower,51
757,Piotr,Karol,2,Skuter,15
758,Bianka,Piskor,3,Hulajnoga,50
759,Olaf,Małyszka,1,Pieszo,70
760,Aniela,Zyga,3,Hulajnoga,66
761,Filip,Hajdasz,1,Pieszo,7
762,Michał,Szpala,4,Hulajnoga,53
763,Maciej,Ślebioda,4,Skuter,5
764,Julita,Weremczuk,2,Pieszo,21
765,Konrad,Stochaj,2,Hulajnoga,3
766,Kornel,Mzyk,3,Skuter,2
767,Sebastian,Zbylut,1,Pieszo,83
768,Szymon,Kukieła,1,Rower,56
769,Fryderyk,Loba,4,Pieszo,38
770,Kornel,Olas,3,Hulajnoga,87
771,Cezary,Klemens,1,Skuter,46
772,Antoni,Mućka,3,Samochód,70
773,Witold,Wałaszek,4,Rower,42
774,Apolonia,Bugla,3,Samochód,2
775,Dominik,Czapiga,2,Samochód,77
776,Bartek,Sito,3,Samochód,6
777,Miłosz,Ruchała,3,Hulajnoga,66
778,Gabriel,Makurat,4,Skuter,51
779,Alan,Migoń,3,Skuter,68
780,Cezary,Płócienniczak,3,Skuter,11
781,Sebastian,Lemiesz,2,Hulajnoga,46
782,Kalina,Fabiańczyk,1,Hulajnoga,84
783,Jakub,Ułanowicz,4,Skuter,88
784,Andrzej,Ragan,2,Skuter,17
785,Anastazja,Mesjasz,4,Samochód,90
786,Artur,Hrabia,3,Skuter,72
787,Krystyna,Basa,2,Samochód,6
788,Inga,Chudoba,4,Rower,78
789,Janina,Steinke,2,Pieszo,77
790,Marcel,Stein,4,Hulajnoga,52
791,Józef,Krzan,2,Pieszo,19
792,Marek,Szaj,3,Pieszo,72
793,Lidia,Kuran,3,Rower,9
794,Ewa,Mitoraj,4,Rower,70
795,Gabriel,Słabosz,1,Hulajnoga,63
796,Kornel,Gomuła,2,Hulajnoga,88
797,Blanka,Stoltmann,3,Pieszo,8
798,Marcel,Haponiuk,2,Samochód,85
799,Eliza,Kostera,3,Samochód,47
800,Grzegorz,Macek,2,Hulajnoga,66
801,Krystyna,Wawrzynowicz,2,Pieszo,9
802,Krystian,Wlizło,1,Pieszo,10
803,Olgierd,Kasiak,1,Samochód,63
804,Tadeusz,Burza,4,Samochód,86
805,Bruno,Sip,4,Pieszo,35
806,Nela,Citko,4,Hulajnoga,47
807,Liwia,Ubysz,3,Pieszo,52
808,Monika,Dziewior,2,Skuter,17
809,Gaja,Kapałka,1,Samochód,10
810,Melania,Rzeźniczek,3,Skuter,48
811,Daniel,Świgoń,1,Pieszo,28
812,Fabian,Bartoszczyk,3,Hulajnoga,10
813,Mieszko,Koman,1,Skuter,66
814,Lidia,Kucharz,3,Pieszo,27
815,Ryszard,Polnik,2,Pieszo,69
816,Roksana,Symonowicz,2,Rower,37
817,Kalina,Kaszkowiak,3,Hulajnoga,57
818,Liwia,Klus,1,Pieszo,0
819,Jan,Margol,1,Hulajnoga,8
820,Tobiasz,Trojanek,3,Rower,28
821,Błażej,Świadek,3,Rower,10
822,Blanka,Feliksiak,2,Hulajnoga,82
823,Ewa,Malcher,3,Samochód,55
824,Igor,Bittner,1,Rower,7
825,Janina,Ćwierz,1,Rower,29
826,Kamil,Wyrwich,1,Pieszo,39
827,Kaja,Starostka,3,Pieszo,57
828,Andrzej,Elert,3,Skuter,83
829,Jeremi,Łepek,3,Hulajnoga,84
830,Anna Maria,Reimann,3,Pieszo,83
831,Marianna,Pachuta,4,Samochód,75
832,Aleksander,Tomalik,3,Skuter,89
833,Kornelia,Huszcza,4,Hulajnoga,24
834,Radosław,Podsiedlik,4,Hulajnoga,80
835,Paweł,Kacperczyk,1,Skuter,42
836,Julianna,Raźny,2,Hulajnoga,43
837,Tymon,Płócienniczak,4,Skuter,42
838,Oliwier,Gierasimiuk,4,Rower,50
839,Tadeusz,Nikołajuk,4,Samochód,53
840,Hubert,Żyrek,1,Pieszo,65
841,Eliza,Wandas,1,Samochód,89
842,Radosław,Jędrasiak,2,Pieszo,33
843,Marek,Zębik,4,Hulajnoga,84
844,Mateusz,Olewniczak,3,Skuter,72
845,Sebastian,Łyp,3,Pieszo,44
846,Ida,Fitrzyk,1,Samochód,75
847,Ida,Kubina,3,Pieszo,57
848,Anastazja,Dulik,2,Pieszo,90
849,Józef,Szmurło,1,Rower,82
850,Leonard,Faltyn,4,Samochód,55
851,Łukasz,Taczała,1,Pieszo,5
852,Błażej,Pyza,4,Samochód,43
853,Ernest,Dobrosz,2,Skuter,69
854,Ernest,Kołsut,2,Skuter,61
855,Malwina,Tabak,3,Pieszo,8
856,Adam,Madzia,2,Samochód,22
857,Robert,Dybaś,3,Rower,3
858,Konrad,Chabior,4,Pieszo,29
859,Iwo,Wziątek,3,Skuter,19
860,Daniel,Cheba,4,Samochód,48
861,Eryk,Anioła,1,Skuter,29
862,Iwo,Kopczyk,3,Skuter,17
863,Szymon,Mikosz,3,Skuter,46
864,Ewa,Potok,3,Hulajnoga,9
865,Norbert,Sędek,1,Hulajnoga,61
866,Rozalia,Pastuszko,3,Pieszo,71
867,Franciszek,Latuszek,3,Pieszo,25
868,Róża,Janiszek,1,Rower,88
869,Inga,Bastek,3,Hulajnoga,58
870,Adrian,Kręgiel,1,Hulajnoga,43
871,Jan,Sroga,2,Pieszo,13
872,Daniel,Leżoń,1,Hulajnoga,1
873,Borys,Ulfik,4,Pieszo,4
874,Marcelina,Kurczak,1,Pieszo,40
875,Iwo,Krężołek,1,Skuter,5
876,Wiktor,Kieca,1,Skuter,55
877,Sylwia,Łyskawa,1,Skuter,26
878,Hubert,Piekacz,2,Samochód,23
879,Stefan,Jakóbik,4,Samochód,10
880,Ada,Jaremko,3,Skuter,76
881,Rafał,Kasica,3,Rower,46
882,Kaja,Słomian,1,Rower,50
883,Kazimierz,Kosznik,3,Rower,49
884,Apolonia,Rudowicz,4,Pieszo,24
885,Inga,Ochal,4,Hulajnoga,48
886,Olgierd,Macha,4,Skuter,65
887,Julian,Rubaj,1,Rower,8
888,Blanka,Grębowiec,1,Pieszo,26
889,Janina,Olearczyk,4,Pieszo,46
890,Aniela,Sankiewicz,3,Rower,40
891,Jędrzej,Jarmuła,4,Samochód,56
892,Gaja,Szmaj,1,Hulajnoga,43
893,Daniel,Wojtaszczyk,4,Skuter,18
894,Filip,Nowrot,3,Samochód,34
895,Marika,Łaciak,1,Rower,34
896,Rafał,Szyma,4,Hulajnoga,53
897,Aleks,Oleksa,1,Skuter,88
898,Radosław,Chatys,1,Skuter,18
899,Natasza,Janowiak,4,Rower,2
900,Olgierd,Becker,3,Samochód,17
901,Albert,Ofiara,2,Rower,42
902,Kalina,Chorążewicz,2,Rower,31
903,Leon,Markiel,3,Pieszo,9
904,Miłosz,Białk,2,Rower,18
905,Gabriel,Detka,3,Rower,25
906,Fabian,Rogacz,4,Rower,27
907,Sylwia,Maślankiewicz,4,Pieszo,88
908,Nataniel,Owczarczak,2,Skuter,55
909,Liwia,Młyńczak,3,Hulajnoga,12
910,Sylwia,Zięciak,4,Samochód,31
911,Sonia,Kołata,1,Pieszo,5
912,Fabian,Giers,4,Pieszo,26
913,Dagmara,Misior,4,Rower,35
914,Lidia,Aleksander,1,Hulajnoga,14
915,Janina,Tomaszuk,1,Samochód,80
916,Łukasz,Czosnyka,3,Skuter,21
917,Paweł,Połetek,1,Rower,62
918,Tobiasz,Legutko,2,Pieszo,71
919,Kazimierz,Gęca,3,Rower,75
920,Ada,Kusyk,3,Samochód,48
921,Oliwier,Burnat,1,Samochód,70
922,Krzysztof,Supernak,2,Skuter,15
923,Kajetan,Cyba,1,Skuter,13
924,Melania,Bok,3,Samochód,59
925,Adrian,Piwowarek,3,Rower,35
926,Kornel,Roter,1,Hulajnoga,47
927,Jerzy,Skotarczak,1,Samochód,80
928,Roksana,Kozieja,1,Pieszo,39
929,Bruno,Kochel,2,Samochód,77
930,Leon,Długozima,4,Pieszo,28
931,Sandra,Szpyt,3,Samochód,43
932,Adrianna,Skolik,4,Pieszo,43
933,Sonia,Opoka,4,Samochód,50
934,Tobiasz,Kordys,4,Samochód,12
935,Urszula,Kłysz,3,Samochód,45
936,Kaja,Frania,3,Rower,84
937,Aleks,Kuncewicz,1,Samochód,36
938,Konstanty,Frymus,2,Hulajnoga,71
939,Mariusz,Maruszczyk,4,Skuter,55
940,Nikodem,Feliksiak,4,Pieszo,24
941,Bartek,Gierat,3,Hulajnoga,51
942,Albert,Dorobisz,4,Rower,2
943,Anastazja,Hirsch,1,Hulajnoga,19
944,Krystian,Kargol,3,Rower,38
945,Eliza,Bok,4,Skuter,73
946,Alan,Pieczarka,4,Hulajnoga,74
947,Patryk,Konieczek,2,Pieszo,79
948,Marika,Lampa,4,Skuter,23
949,Bruno,Perczak,3,Samochód,78
950,Gaja,Gonet,4,Pieszo,90
951,Anastazja,Basa,1,Skuter,0
952,Lidia,Kosiec,3,Samochód,49
953,Natasza,Żuchowicz,2,Hulajnoga,2
954,Olaf,Kansy,2,Samochód,57
955,Maksymilian,Hanke,2,Samochód,12
956,Arkadiusz,Seidel,4,Samochód,50
957,Janina,Oczkowicz,3,Skuter,48
958,Artur,Klekot,4,Pieszo,84
959,Dawid,Grosz,3,Skuter,0
960,Urszula,Myrcik,2,Skuter,12
961,Anna Maria,Gabryszak,4,Pieszo,3
962,Antoni,Ksel,4,Skuter,30
963,Kamil,Ruszczak,2,Samochód,66
964,Konrad,Hadała,4,Rower,27
965,Damian,Goral,4,Hulajnoga,18
966,Mateusz,Opalach,4,Hulajnoga,13
967,Robert,Neubauer,2,Hulajnoga,12
968,Gustaw,Hadała,1,Skuter,26
969,Jan,Hermanowicz,4,Skuter,20
970,Gabriel,Stąpor,4,Samochód,13
971,Alex,Ulewicz,1,Rower,87
972,Urszula,Drozda,3,Pieszo,50
973,Antoni,Maćków,2,Pieszo,53
974,Tobiasz,Wardziak,2,Hulajnoga,81
975,Sara,Szpala,2,Pieszo,60
976,Leon,Trzmiel,4,Rower,0
977,Kajetan,Frukacz,2,Skuter,20
978,Karina,Gospodarek,4,Hulajnoga,77
979,Aleksander,Wasil,1,Samochód,6
980,Kamil,Roch,3,Pieszo,9
981,Aleksander,Lenarcik,2,Hulajnoga,9
982,Nicole,Aleksiejuk,4,Rower,89
983,Aniela,Pytlarz,3,Skuter,75
984,Dorota,Dykas,2,Skuter,42
985,Mariusz,Jeszka,2,Skuter,24
986,Roksana,Suchoń,4,Skuter,76
987,Andrzej,Ślimak,1,Rower,85
988,Gaja,Granat,1,Samochód,18
989,Norbert,Goska,2,Hulajnoga,46
990,Daniel,Droździel,3,Rower,42
991,Cezary,Kopytko,4,Rower,28
992,Sara,Brejnak,3,Skuter,5
993,Jan,Bartłomiejczyk,2,Skuter,89
994,Oskar,Kochman,3,Skuter,71
995,Filip,Śliż,4,Samochód,57
996,Jerzy,Skiepko,3,Skuter,84
997,Kaja,Makar,3,Rower,88
998,Nela,Prostak,4,Rower,71
999,Nela,Kosiec,3,Hulajnoga,25
1000,Jacek,Zwara,1,Samochód,52
1001,Stefan,Dadej,3,Hulajnoga,17
1002,Natasza,Wabik,2,Rower,13
1003,Justyna,Leonowicz,4,Samochód,23
1004,Julianna,Hajdukiewicz,3,Samochód,88
1005,Maurycy,Ciećko,4,Rower,39
1006,Stefan,Gągała,3,Pieszo,34
1007,Natan,Giel,4,Rower,4
1008,Nataniel,Bielat,3,Samochód,61
1009,Anna Maria,Fleszar,2,Skuter,7
1010,Tobiasz,Wawrzonek,3,Hulajnoga,87
1011,Konstanty,Bazela,2,Rower,4
1012,Malwina,Ludwiniak,4,Pieszo,83
1013,Tymoteusz,Malcher,3,Skuter,74
1014,Adrianna,Pik,4,Samochód,23
1015,Krzysztof,Tadeusiak,4,Hulajnoga,22
1016,Kaja,Wiak,3,Hulajnoga,46
1017,Nela,Tekieli,2,Rower,42
1018,Emil,Strzyż,2,Pieszo,59
1019,Dawid,Zębik,3,Skuter,66
1020,Patryk,Bernard,3,Skuter,75
1021,Jerzy,Wojtunik,3,Hulajnoga,38
1022,Szymon,Wylegała,1,Samochód,12
1023,Eryk,Janoszek,1,Pieszo,68
1024,Elżbieta,Glaza,2,Pieszo,85
1025,Anita,Jędraszek,1,Skuter,21
1026,Ada,Gołek,4,Pieszo,27
1027,Marianna,Goś,4,Skuter,78
1028,Mariusz,Herba,2,Hulajnoga,9
1029,Ada,Getka,4,Rower,89
1030,Rozalia,Ochota,2,Samochód,88
1031,Marcel,Dobroń,4,Hulajnoga,70
1032,Kajetan,Juszczuk,1,Rower,28
1033,Lidia,Januszko,1,Rower,33
1034,Gabriel,Glica,2,Samochód,4
1035,Nela,Korzekwa,2,Samochód,11
1036,Konrad,Byra,3,Pieszo,53
1037,Cezary,Cylwik,3,Pieszo,60
1038,Arkadiusz,Miękus,2,Skuter,66
1039,Róża,Parzonka,2,Samochód,77
1040,Dorota,Pitala,1,Rower,7
1041,Daniel,Stępka,2,Pieszo,74
1042,Jeremi,Kutek,2,Samochód,64
1043,Ida,Wons,3,Skuter,38
1044,Ewelina,Wiaderek,3,Samochód,68
1045,Konrad,Bogumił,4,Rower,59
1046,Dawid,Dydak,1,Pieszo,12
1047,Maks,Bochnak,3,Pieszo,14
1048,Tymoteusz,Cabała,4,Skuter,12
1049,Stefan,Masłoń,3,Skuter,40
1050,Mateusz,Drygała,3,Pieszo,76
1051,Aleksander,Apostel,1,Samochód,23
1052,Anastazja,Ulrych,3,Pieszo,17
1053,Malwina,Rozumek,1,Rower,9
1054,Bartek,Marchlewicz,4,Rower,30
1055,Urszula,Handzel,3,Hulajnoga,18
1056,Jeremi,Korbut,1,Hulajnoga,37
1057,Anita,Serwach,3,Hulajnoga,47
1058,Kacper,Kultys,1,Hulajnoga,28
1059,Tola,Kuza,4,Hulajnoga,8
1060,Krzysztof,Krzempek,3,Hulajnoga,2
1061,Ewelina,Białasik,3,Hulajnoga,70
1062,Nataniel,Malcharek,3,Pieszo,16
1063,Kacper,Pastuszko,4,Pieszo,58
1064,Ida,Penkala,2,Samochód,28
1065,Stanisław,Pastor,4,Skuter,25
1066,Dawid,Fita,1,Samochód,34
1067,Oskar,Cąkała,1,Hulajnoga,79
1068,Kalina,Ścibior,2,Samochód,49
1069,Tymoteusz,Błasik,3,Rower,86
1070,Natasza,Zaucha,4,Rower,77
1071,Anna Maria,Młot,3,Skuter,8
1072,Inga,Szkup,3,Samochód,45
1073,Błażej,Droździel,2,Rower,16
1074,Juliusz,Stoltmann,3,Pieszo,63
1075,Mieszko,Zemanek,4,Hulajnoga,69
1076,Gustaw,Cukier,3,Pieszo,60
1077,Damian,Hutyra,4,Rower,81
1078,Kornel,Hennig,2,Rower,0
1079,Tola,Bąbel,3,Hulajnoga,27
1080,Przemysław,Rudyk,4,Rower,61
1081,Marcin,Synak,4,Hulajnoga,43
1082,Ksawery,Czesak,2,Pieszo,32
1083,Mieszko,Kawula,4,Samochód,12
1084,Natasza,Wałdoch,4,Pieszo,40
1085,Franciszek,Kubek,1,Rower,11
1086,Cyprian,Fabiszak,4,Hulajnoga,48
1087,Juliusz,Michalczak,2,Hulajnoga,32
1088,Filip,Feret,4,Pieszo,12
1089,Natasza,Gregorowicz,3,Hulajnoga,17
1090,Janina,Schubert,1,Rower,38
1091,Konrad,Smolec,1,Pieszo,20
1092,Kornel,Lizurej,1,Skuter,4
1093,Alan,Stanisławczyk,4,Pieszo,76
1094,Angelika,Mikiciuk,4,Samochód,26
1095,Marcin,Hrabia,3,Hulajnoga,61
1096,Sara,Graboś,2,Skuter,87
1097,Andrzej,Fogiel,4,Rower,65
1098,Filip,Oszust,1,Rower,63
1099,Julita,Dobosiewicz,2,Rower,49
1100,Jacek,Piekara,2,Skuter,54
1101,Karol,Grabara,4,Skuter,69
1102,Krzysztof,Kręgiel,3,Rower,84
1103,Gustaw,Nieszporek,4,Pieszo,1
1104,Bartek,Albin,4,Skuter,63
1105,Szymon,Patoła,3,Skuter,62
1106,Arkadiusz,Nowotny,3,Samochód,29
1107,Dawid,Kidawa,1,Rower,68
1108,Fryderyk,Sapa,1,Skuter,68
1109,Konstanty,Lelonek,3,Hulajnoga,20
1110,Maks,Woronko,3,Pieszo,2
1111,Róża,Lemieszek,3,Rower,42
1112,Kornel,Józwik,4,Skuter,23
1113,Alan,Kułach,3,Samochód,33
1114,Tobiasz,Siedlarz,3,Skuter,75
1115,Sylwia,Palonek,2,Skuter,0
1116,Konrad,Moździerz,3,Pieszo,73
1117,Jakub,Szałata,1,Pieszo,39
1118,Tymon,Frycz,3,Pieszo,76
1119,Tobiasz,Majzner,2,Samochód,72
1120,Marika,Kolman,3,Rower,42
1121,Sara,Rząd,4,Pieszo,22
1122,Blanka,Broniarek,2,Samochód,4
1123,Maksymilian,Andrearczyk,4,Pieszo,48
1124,Jędrzej,Sadura,2,Samochód,31
1125,Leon,Gwardiak,4,Hulajnoga,24
1126,Maurycy,Mycek,3,Samochód,41
1127,Mieszko,Pik,3,Skuter,86
1128,Dariusz,Fogiel,1,Rower,52
1129,Arkadiusz,Maszota,2,Hulajnoga,61
1130,Dagmara,Kurczab,2,Hulajnoga,23
1131,Stefan,Koziatek,2,Skuter,31
1132,Krystian,Zyzik,4,Hulajnoga,58
1133,Blanka,Opalach,4,Skuter,69
1134,Maciej,Burdach,1,Skuter,71
1135,Kamil,Fiedoruk,1,Rower,78
1136,Norbert,Pielach,4,Hulajnoga,3
1137,Filip,Panasewicz,4,Rower,51
1138,Dagmara,Burzawa,1,Samochód,77
1139,Tymoteusz,Bartela,2,Samochód,55
1140,Leon,Ośka,4,Samochód,31
1141,Gustaw,Kochanowicz,1,Rower,74
1142,Gaja,Perka,1,Samochód,55
1143,Dawid,Lament,3,Skuter,67
1144,Emil,Nestorowicz,4,Samochód,53
1145,Olaf,Goral,1,Pieszo,37
1146,Sebastian,Jośko,4,Hulajnoga,73
1147,Konstanty,Buczko,3,Hulajnoga,46
1148,Justyna,Czochara,1,Hulajnoga,25
1149,Ignacy,Zaranek,1,Rower,10
1150,Jacek,Piechna,3,Skuter,86
1151,Marcin,Waszczyk,3,Samochód,40
1152,Leonard,Plewnia,1,Hulajnoga,20
1153,Aleksander,Usarek,4,Skuter,48
1154,Kamila,Marcińczyk,2,Hulajnoga,29
1155,Dagmara,Bastek,4,Skuter,45
1156,Urszula,Szajna,4,Pieszo,70
1157,Maurycy,Marach,4,Hulajnoga,81
1158,Olga,Nasiadka,2,Pieszo,38
1159,Robert,Borzych,4,Samochód,73
1160,Kaja,Tatarczyk,4,Hulajnoga,72
1161,Ada,Sadlik,2,Rower,68
1162,Rafał,Lemke,4,Samochód,72
1163,Nataniel,Brzęk,2,Samochód,13
1164,Mieszko,Pawlos,1,Hulajnoga,75
1165,Angelika,Piechna,3,Skuter,56
1166,Arkadiusz,Nędzi,1,Samochód,35
1167,Kazimierz,Szymocha,4,Samochód,12
1168,Anastazja,Sularz,2,Skuter,54
1169,Konstanty,Kalka,3,Samochód,82
1170,Fabian,Nurek,4,Pieszo,83
1171,Tobiasz,Pysz,2,Skuter,33
1172,Olga,Broszkiewicz,4,Samochód,3
1173,Juliusz,Wężyk,1,Pieszo,88
1174,Krzysztof,Basista,1,Hulajnoga,57
1175,Julian,Witan,1,Pieszo,32
1176,Maciej,Szarpak,1,Pieszo,75
1177,Maks,Walo,1,Pieszo,62
1178,Rafał,Laszczyk,1,Samochód,11
1179,Paweł,Sommerfeld,1,Skuter,71
1180,Adrianna,Mularz,3,Hulajnoga,30
1181,Ewa,Tymczyszyn,2,Hulajnoga,62
1182,Gaja,Klisz,1,Samochód,27
1183,Daniel,Wożniak,4,Skuter,8
1184,Mieszko,Lampa,4,Pieszo,26
1185,Aleksander,Palonek,3,Samochód,80
1186,Ignacy,Gemza,4,Hulajnoga,48
1187,Karol,Walo,3,Samochód,52
1188,Leonard,Palak,2,Samochód,84
1189,Andrzej,Siemek,1,Samochód,29
1190,Wiktor,Luks,4,Pieszo,17
1191,Jakub,Politowicz,1,Skuter,27
1192,Kornelia,Moroń,1,Hulajnoga,31
1193,Julianna,Gemza,2,Skuter,9
1194,Karol,Kopciuch,4,Samochód,79
1195,Dariusz,Makurat,1,Rower,78
1196,Ada,Hanzel,1,Samochód,52
1197,Damian,Dziduch,1,Samochód,35
1198,Julianna,Bona,4,Rower,30
1199,Melania,Becker,1,Skuter,69
1200,Ada,Tórz,3,Rower,20
1201,Anna Maria,Rosłon,3,Skuter,60
1202,Krystyna,Stupak,3,Skuter,37
1203,Szymon,Kobak,1,Rower,90
1204,Marek,Jarkiewicz,4,Samochód,79
1205,Hubert,Składanek,3,Samochód,77
1206,Bruno,Sykut,2,Hulajnoga,78
1207,Ida,Szramka,3,Hulajnoga,9
1208,Adam,Przekwas,1,Hulajnoga,60
1209,Franciszek,Zera,3,Samochód,23
1210,Roksana,Fiedoruk,4,Rower,15
1211,Monika,Polnik,2,Samochód,32
1212,Marcin,Greszta,4,Rower,39
1213,Stefan,Preuss,3,Rower,32
1214,Ewa,Majos,4,Rower,27
1215,Kacper,Miszkiel,1,Samochód,12
1216,Tymon,Trochimiuk,1,Pieszo,35
1217,Patryk,Borczyk,4,Hulajnoga,72
1218,Tola,Idec,2,Hulajnoga,47
1219,Marcel,Grzywnowicz,2,Hulajnoga,22
1220,Krystian,Madajczyk,3,Pieszo,29
1221,Albert,Fita,3,Samochód,71
1222,Sara,Hampel,4,Pieszo,23
1223,Kalina,Fidor,4,Hulajnoga,73
1224,Krystyna,Twardosz,1,Skuter,79
1225,Julianna,Korzonek,3,Hulajnoga,41
1226,Alex,Kornak,3,Skuter,23
1227,Michał,Bąbel,2,Samochód,28
1228,Gaja,Piesik,1,Skuter,63
